"gene_id"	"C1A"	"C1B"	"C2A"	"C2B"	"C5A"	"C5B"	"H1A"	"H1B"	"H2A"	"H2B"	"H5A"	"H5B"
"g2211"	13	16	5	6	30	28	5	21	30	3	21	0
"g22110"	56	79	71	45	79	102	56	154	130	44	128	27
"g22111"	0	0	0	0	0	0	0	0	0	0	0	0
"g22112"	2	2	6	2	4	2	5	10	6	3	3	0
"g22113"	5	0	0	0	1	1	2	0	0	0	4	3
"g22114"	313	416	256	169	423	446	237	326	424	180	406	84
"g22115"	29	31	45	32	77	54	29	67	110	4	71	16
"g22116"	69	59	61	22	92	89	74	103	82	33	107	21
"g22117"	12	38	15	18	59	49	34	48	49	26	64	15
"g22118"	6	9	3	3	4	14	9	16	14	1	12	0
"g22119"	11	21	5	5	18	30	2	5	14	2	14	1
"g2212"	0	3	0	1	0	2	0	0	7	0	0	0
"g22120"	17	42	21	12	38	69	37	90	30	34	35	2
"g22121"	1	0	11	1	6	2	2	2	4	2	5	0
"g22122"	2	2	0	0	1	1	0	0	0	0	7	0
"g22123"	0	0	0	0	0	0	0	0	0	0	0	0
"g22124"	0	0	0	0	0	0	0	0	0	0	0	0
"g22125"	45	120	35	15	52	80	41	74	78	26	87	6
"g22126"	9	22	11	5	8	11	4	22	17	7	17	1
"g22127"	9	0	6	1	1	5	4	3	2	1	1	0
"g22128"	0	4	5	8	14	10	2	11	13	0	14	1
"g22129"	0	0	0	3	2	1	0	2	0	1	0	0
"g2213"	0	0	0	0	0	0	0	0	0	0	0	0
"g22130"	46	34	32	23	58	44	34	44	50	17	52	7
"g22131"	0	0	0	0	1	0	0	0	0	0	0	0
"g22132"	0	0	0	0	0	0	0	0	0	0	0	0
"g22133"	0	0	0	0	2	0	0	2	0	6	0	0
"g22134"	23	17	14	22	35	32	13	29	26	5	18	3
"g22135"	1	6	0	1	0	6	1	0	9	0	1	0
"g22136"	0	0	0	0	1	1	4	0	0	0	1	0
"g22137"	8	10	3	1	9	2	4	4	7	6	1	0
"g22138"	0	0	0	0	0	0	0	0	2	0	0	0
"g22139"	0	0	0	0	0	0	0	0	0	0	0	0
"g2214"	27	63	41	5	66	72	43	48	32	25	41	24
"g22140"	10	0	2	3	13	3	0	5	1	0	7	2
"g22141"	83	69	35	29	70	73	44	99	85	34	102	11
"g22142"	53	54	68	53	133	70	40	81	77	31	84	21
"g22143"	0	0	0	3	0	0	0	0	1	3	2	7
"g22144"	0	0	0	0	0	0	0	0	0	0	0	0
"g22145"	0	2	1	0	0	0	0	0	0	0	0	0
"g22146"	0	1	1	0	3	1	0	0	0	0	0	0
"g22147"	0	0	0	0	0	0	1	0	0	0	0	0
"g22148"	0	0	0	0	0	0	0	0	0	0	0	0
"g22149"	64	55	49	23	77	64	32	95	82	16	70	4
"g2215"	19	27	10	12	12	28	23	28	18	7	15	4
"g22150"	24	25	29	15	64	63	20	32	50	10	48	2
"g22151"	159	194	188	84	295	309	161	271	302	86	298	15
"g22152"	3	24	24	12	18	26	16	32	14	10	17	8
"g22153"	246	306	184	140	357	330	193	406	336	96	373	46
"g22154"	0	2	0	2	0	0	0	0	0	0	0	0
"g22155"	41	53	19	5	35	28	19	42	41	7	26	1
"g22156"	0	0	0	0	7	3	0	0	0	0	0	0
"g22157"	67	82	59	49	112	101	43	110	77	40	133	26
"g22158"	0	0	0	0	0	0	0	0	3	0	2	0
"g22159"	0	0	1	0	0	0	0	1	0	0	0	0
"g2216"	10	34	19	20	25	35	29	24	31	11	36	0
"g22160"	0	0	0	0	0	0	0	0	0	0	0	0
"g22161"	0	0	0	0	0	1	0	0	0	0	0	0
"g22162"	22	25	3	26	26	28	7	11	19	16	35	4
"g22163"	111	188	104	46	198	199	116	142	126	67	200	53
"g22164"	0	2	0	0	0	0	0	0	3	0	2	0
"g22165"	10	21	6	5	16	16	18	8	17	14	11	5
"g22166"	1	2	0	0	0	1	0	0	0	0	1	0
"g22167"	3	6	0	0	9	3	0	3	1	2	5	1
"g22168"	3	18	6	0	8	10	14	9	15	3	7	3
"g22169"	4326	6113	4188	2805	8797	8574	3876	8211	6888	2391	8711	1138
"g2217"	17	17	10	6	17	30	13	32	31	12	14	30
"g22170"	0	0	1	1	0	0	0	0	1	0	0	0
"g22171"	847	1173	569	366	1098	1080	565	934	771	363	1080	401
"g22172"	25	35	38	10	30	22	22	29	22	18	35	3
"g22173"	0	0	0	0	0	0	0	0	2	0	0	0
"g22174"	7	27	11	3	35	13	8	25	13	12	58	42
"g22175"	0	0	0	0	0	0	0	0	0	0	0	0
"g22176"	2	20	7	6	13	10	9	14	16	4	26	7
"g22177"	9	17	4	3	8	9	8	16	9	17	1	1
"g22178"	31	68	52	17	59	63	45	56	78	23	66	6
"g22179"	5	3	7	2	4	14	1	10	3	2	4	2
"g2218"	0	3	3	0	0	0	0	1	0	0	1	0
"g22180"	0	0	0	0	0	0	0	3	1	0	0	0
"g22181"	4	1	2	0	3	12	0	22	14	5	5	1
"g22182"	2	17	6	0	4	2	1	14	6	1	17	0
"g22183"	110	187	76	94	143	163	84	167	246	71	212	15
"g22184"	0	0	0	0	0	5	0	0	0	0	0	0
"g22185"	0	0	0	0	0	0	0	0	1	0	0	0
"g22186"	26	33	37	20	32	26	22	48	35	23	41	7
"g22187"	0	0	0	0	0	0	0	0	0	0	0	0
"g22188"	1	2	2	1	2	2	3	1	2	2	3	1
"g22189"	2	8	3	6	1	6	6	8	7	4	4	1
"g2219"	0	0	0	0	0	0	0	0	0	0	6	0
"g22190"	30	94	40	36	101	73	48	70	64	39	109	56
"g22191"	109	219	103	106	228	201	154	198	166	107	163	52
"g22192"	61	112	86	35	128	121	40	93	114	31	71	10
"g22193"	0	7	1	4	30	6	1	0	17	0	0	3
"g22194"	18	46	32	6	22	30	13	23	30	17	27	2
"g22195"	4	0	0	0	2	1	0	0	2	0	0	0
"g22196"	0	0	0	1	2	10	1	1	0	4	0	0
"g22197"	5	27	12	15	26	12	9	21	12	8	24	0
"g22198"	0	0	0	0	0	0	2	0	0	0	0	0
"g22199"	33	68	42	31	43	45	17	31	58	23	60	23
"g222"	0	0	0	0	5	1	0	0	0	0	0	0
"g2220"	11	5	2	4	5	10	4	6	0	1	4	0
"g22200"	50	85	29	54	87	84	34	79	95	28	54	6
"g22201"	2	7	1	0	3	1	1	2	0	1	5	0
"g22202"	56	63	31	13	79	53	70	50	39	23	57	14
"g22203"	0	0	0	0	0	0	0	0	0	0	0	0
"g22204"	7	11	8	2	5	18	4	6	1	0	6	0
"g22205"	0	0	0	0	0	0	0	0	0	0	0	0
"g22206"	16	9	6	9	11	9	6	16	18	4	8	2
"g22207"	0	0	0	0	0	0	0	0	0	0	0	0
"g22208"	3	9	1	4	13	2	1	8	3	0	1	0
"g22209"	0	0	0	0	0	0	0	0	0	0	0	0
"g2221"	93	111	61	32	73	67	54	103	88	33	101	15
"g22210"	1	4	0	1	0	2	16	4	12	2	4	0
"g22211"	0	0	0	0	0	0	0	0	0	0	0	0
"g22212"	24	42	9	21	14	29	18	15	27	7	40	1
"g22213"	0	0	0	0	0	0	0	0	0	0	0	0
"g22214"	0	1	0	0	0	0	2	0	0	0	0	0
"g22215"	0	0	5	1	0	0	2	4	2	0	0	0
"g22216"	17	6	5	6	14	12	14	18	5	3	34	0
"g22217"	15	48	13	19	54	43	27	38	31	4	28	4
"g22218"	60	60	16	27	56	48	51	80	100	34	65	15
"g22219"	2	1	4	0	0	0	1	4	2	1	3	0
"g2222"	1	3	2	0	2	4	2	4	2	1	6	0
"g22220"	9	9	3	0	6	25	4	22	13	10	36	0
"g22221"	21	46	15	26	54	31	32	48	56	17	46	2
"g22222"	49	60	19	22	78	74	43	64	62	14	51	13
"g22223"	2	20	0	1	6	0	5	7	0	2	5	0
"g22224"	180	384	295	180	371	477	256	382	310	152	345	105
"g22225"	25	42	34	13	39	43	23	85	49	17	33	11
"g22226"	6	14	8	3	14	8	3	7	15	6	15	0
"g22227"	2	1	0	0	0	2	0	0	1	0	0	0
"g22228"	34	87	73	16	65	70	33	79	34	39	50	34
"g22229"	2	5	14	3	8	10	5	22	1	7	4	0
"g2223"	0	0	0	0	0	0	1	0	0	0	0	0
"g22230"	0	0	0	0	0	0	0	0	0	0	0	0
"g22231"	0	1	0	0	0	0	0	0	0	0	0	0
"g22232"	32	54	23	24	29	57	36	35	42	8	54	9
"g22233"	0	0	1	0	2	6	0	3	1	5	1	12
"g22234"	0	0	0	0	0	0	0	0	0	0	0	0
"g22235"	1	0	0	0	0	0	0	0	0	0	0	0
"g22236"	0	0	0	0	0	0	0	0	0	0	0	0
"g22237"	4	18	12	13	13	12	13	16	7	10	6	1
"g22238"	245	473	272	194	470	522	229	439	429	122	403	93
"g22239"	3	12	2	0	2	4	1	15	9	0	3	0
"g2224"	46	75	24	7	67	86	29	92	96	19	68	10
"g22240"	1	32	30	14	49	16	5	38	41	3	25	0
"g22241"	0	0	0	0	0	0	0	0	0	0	0	0
"g22242"	2	13	4	12	10	13	10	18	23	4	17	5
"g22243"	7	13	13	7	14	11	10	16	15	7	24	3
"g22244"	0	0	0	0	0	0	0	0	0	0	0	0
"g22245"	0	0	0	0	0	0	0	0	0	0	0	0
"g22246"	0	0	0	0	0	0	0	0	0	0	0	0
"g22247"	164	384	208	200	379	420	226	414	395	146	373	66
"g22248"	0	0	0	0	0	0	0	1	0	0	0	0
"g22249"	5	6	2	5	10	11	1	15	4	0	5	0
"g2225"	178	201	209	105	214	220	190	227	222	135	305	70
"g22250"	0	0	0	0	0	0	0	0	0	0	0	0
"g22251"	77	106	48	37	72	64	43	121	90	25	79	24
"g22252"	21	41	37	11	51	40	44	46	37	27	42	9
"g22253"	35	61	50	6	59	48	12	43	41	11	70	11
"g22254"	13	10	11	6	15	22	13	13	20	2	28	3
"g22255"	72	64	68	44	33	57	45	73	69	36	51	4
"g22256"	0	0	0	0	0	0	0	0	0	0	0	0
"g22257"	4	10	5	5	9	6	6	14	6	2	14	3
"g22258"	55	64	45	48	79	56	56	73	102	25	81	18
"g22259"	0	0	0	0	0	0	0	0	0	0	0	0
"g2226"	143	200	92	98	147	175	112	182	145	125	192	60
"g22260"	80	180	126	117	153	155	109	181	183	79	198	33
"g22261"	53	68	52	36	57	72	63	77	53	39	68	11
"g22262"	0	0	1	0	0	0	0	0	0	0	0	0
"g22263"	0	1	0	0	0	2	0	1	0	0	4	0
"g22264"	2	2	0	0	6	3	0	2	19	0	11	0
"g22265"	5	2	4	1	8	4	4	5	11	3	6	1
"g22266"	22	7	22	11	28	17	12	36	25	14	18	6
"g22267"	30	75	23	22	56	46	34	55	79	23	40	8
"g22268"	1	4	1	0	3	7	0	2	3	0	15	5
"g22269"	1	6	2	2	5	3	1	9	8	2	5	0
"g2227"	41	41	30	25	40	53	24	49	54	25	31	34
"g22270"	5	20	16	3	9	6	2	8	8	2	12	3
"g22271"	13	32	15	10	28	20	15	26	36	11	24	7
"g22272"	0	0	0	0	0	0	0	0	0	0	0	0
"g22273"	49	89	53	61	97	88	78	59	67	61	125	24
"g22274"	0	0	0	0	0	0	0	0	0	0	7	0
"g22275"	8	0	33	2	3	10	2	13	15	1	6	0
"g22276"	14	8	1	1	5	7	0	11	0	1	11	0
"g22277"	0	0	0	0	0	0	0	0	0	0	0	0
"g22278"	0	0	0	0	0	0	0	0	0	0	1	0
"g22279"	36	22	21	19	49	32	16	51	21	7	37	3
"g2228"	35	15	6	8	31	28	14	22	17	5	13	6
"g22280"	28	18	9	9	18	28	15	40	49	1	29	1
"g22281"	21	41	20	10	27	41	32	44	29	13	53	17
"g22282"	4	1	0	0	5	1	0	0	0	0	1	0
"g22283"	114	147	83	93	161	206	111	182	148	64	208	47
"g22284"	15	8	6	4	13	2	5	7	8	5	9	4
"g22285"	123	232	156	128	285	286	168	260	155	73	297	62
"g22286"	7	9	7	3	23	40	7	23	12	2	6	1
"g22287"	76	123	48	76	111	147	73	151	114	45	117	23
"g22288"	0	0	0	0	0	0	0	0	0	0	0	0
"g22289"	3	6	0	10	0	2	5	0	3	0	1	0
"g2229"	103	112	56	61	139	127	88	150	149	34	152	41
"g22290"	0	0	0	0	0	0	0	0	0	0	0	0
"g22291"	0	0	0	0	0	0	0	0	0	0	0	0
"g22292"	171	355	185	172	366	380	215	328	354	87	326	55
"g22293"	0	0	0	0	0	3	0	0	0	0	0	0
"g22294"	1	0	1	0	3	3	2	7	2	0	4	0
"g22295"	39	52	25	37	55	49	27	57	50	26	87	0
"g22296"	0	0	0	0	0	0	0	0	0	0	0	0
"g22297"	1	0	0	0	0	0	0	0	0	0	0	0
"g22298"	4377	6033	3974	2999	7288	6804	3722	6809	6316	2542	6949	1120
"g22299"	0	0	0	0	2	0	0	0	0	0	0	0
"g223"	26	73	47	32	61	68	55	54	87	9	39	5
"g2230"	11	7	1	2	3	6	7	2	6	1	2	0
"g22300"	170	231	189	132	304	314	174	294	220	150	298	47
"g22301"	435	561	429	350	641	648	469	653	585	323	609	160
"g22302"	2	6	4	0	1	3	1	2	1	0	2	0
"g22303"	202	251	190	83	291	359	179	281	302	102	258	39
"g22304"	0	7	0	0	0	0	0	0	0	0	0	0
"g22305"	75	97	65	42	112	97	74	126	100	34	95	25
"g22306"	6	12	7	21	18	21	1	9	2	2	21	0
"g22307"	36	84	47	36	82	66	62	74	79	22	101	10
"g22308"	845	807	383	279	986	757	604	964	730	199	767	109
"g22309"	0	0	0	0	0	0	0	0	0	0	0	0
"g2231"	0	0	0	0	0	0	0	0	0	0	1	0
"g22310"	0	0	0	0	1	0	0	1	0	0	0	0
"g22311"	0	7	2	1	2	9	14	0	9	7	4	0
"g22312"	16	11	28	4	28	17	9	5	17	12	19	5
"g22313"	2	10	13	1	5	3	18	1	9	8	5	4
"g22314"	0	0	1	2	0	2	0	0	0	0	0	0
"g22315"	0	2	0	0	0	0	0	0	0	0	0	0
"g22316"	0	0	0	0	0	0	0	0	0	0	0	0
"g22317"	8	3	5	2	11	4	4	5	12	10	10	4
"g22318"	1	1	0	0	1	4	2	4	3	2	6	1
"g22319"	12	16	4	8	13	6	5	25	32	0	19	1
"g2232"	0	0	0	0	0	0	0	0	0	0	0	0
"g22320"	0	0	0	0	1	3	0	0	0	0	0	0
"g22321"	10	39	38	19	34	27	12	29	50	16	38	7
"g22322"	0	0	0	0	0	0	0	0	0	0	0	0
"g22323"	0	0	0	0	0	1	0	0	0	0	0	0
"g22324"	0	0	0	0	0	0	0	0	0	0	0	0
"g22325"	1479	1974	1367	1316	2515	2656	1485	2314	2213	909	2423	452
"g22326"	0	0	0	0	0	0	0	0	0	0	0	0
"g22327"	13	7	0	14	18	18	4	8	15	2	16	0
"g22328"	0	0	0	0	0	0	0	0	0	0	0	0
"g22329"	0	0	0	0	2	1	0	0	0	0	4	0
"g2233"	27	45	28	13	28	20	11	34	42	16	43	13
"g22330"	25	43	24	12	15	13	17	31	17	12	33	4
"g22331"	0	0	2	0	0	1	0	0	0	0	0	0
"g22332"	0	1	0	0	0	0	0	0	0	0	0	0
"g22333"	0	0	8	0	0	0	0	1	1	0	0	0
"g22334"	5	6	0	2	5	4	7	7	4	1	12	0
"g22335"	2	11	1	5	6	12	7	2	11	1	23	0
"g22336"	0	0	0	0	0	0	0	0	0	2	1	0
"g22337"	123	186	128	103	120	113	92	144	152	69	146	32
"g22338"	12	11	9	4	15	15	15	19	14	5	21	5
"g22339"	0	0	0	0	0	0	0	0	0	0	0	0
"g2234"	0	0	0	0	0	0	0	0	0	0	0	0
"g22340"	66	132	62	36	74	118	99	154	149	27	125	1
"g22341"	2	18	7	2	4	16	9	22	2	8	14	29
"g22342"	11	3	0	0	2	0	0	0	6	1	21	0
"g22343"	17	11	9	0	4	8	2	3	9	1	22	0
"g22344"	1	0	0	0	0	0	0	1	0	0	1	0
"g22345"	0	0	0	0	0	0	0	1	0	0	0	0
"g22346"	0	1	2	1	1	3	2	1	6	2	2	1
"g22347"	0	0	0	0	0	0	0	0	0	0	0	0
"g22348"	0	1	1	1	1	2	2	2	0	0	3	0
"g22349"	9	21	24	13	19	19	12	14	35	10	10	3
"g2235"	0	0	0	0	0	2	0	1	0	1	0	0
"g22350"	0	0	0	0	0	0	0	0	0	0	0	0
"g22351"	0	0	1	3	0	1	0	0	1	0	0	0
"g22352"	0	0	0	0	0	0	0	0	0	0	0	0
"g22353"	2	18	0	6	15	7	7	9	18	0	10	0
"g22354"	6	1	3	3	9	1	2	3	5	3	6	1
"g22355"	7	20	19	8	9	13	17	10	19	8	25	2
"g22356"	6	10	3	5	10	9	1	5	3	1	13	3
"g22357"	1	11	8	3	1	6	8	0	10	2	11	0
"g22358"	0	2	0	0	12	0	0	14	0	0	1	0
"g22359"	68	111	31	18	73	66	53	127	61	21	78	11
"g2236"	0	2	0	2	2	1	1	0	0	1	2	0
"g22360"	0	2	0	0	0	3	0	2	1	1	1	0
"g22361"	5	7	3	4	14	8	7	21	9	6	11	0
"g22362"	0	0	0	0	0	14	10	0	0	0	0	0
"g22363"	0	0	0	0	0	0	0	0	0	0	0	0
"g22364"	15	38	16	18	35	44	29	53	28	6	37	6
"g22365"	23	23	10	9	22	37	23	30	23	8	29	1
"g22366"	0	0	0	0	0	1	0	0	0	0	0	0
"g22367"	5	7	9	12	7	12	11	2	7	8	6	0
"g22368"	4	9	3	7	5	2	4	8	10	4	10	0
"g22369"	0	0	0	0	0	0	0	0	0	0	0	0
"g2237"	0	0	0	0	0	2	0	0	0	0	0	0
"g22370"	0	0	0	0	0	0	0	0	0	0	0	0
"g22371"	3	2	6	0	2	4	13	5	1	0	1	0
"g22372"	0	0	0	0	0	0	0	0	0	0	0	0
"g22373"	219	295	173	140	391	346	204	332	285	78	291	69
"g22374"	0	2	0	0	0	0	0	0	0	0	0	0
"g22375"	0	1	0	0	0	0	0	0	0	0	0	0
"g22376"	139	198	119	112	307	278	175	343	196	70	285	54
"g22377"	8	2	1	0	5	3	0	3	5	1	8	0
"g22378"	19	32	15	11	38	29	21	34	33	16	27	12
"g22379"	0	0	0	0	1	3	0	2	0	0	0	0
"g2238"	0	3	0	0	8	1	5	6	0	0	1	1
"g22380"	0	2	0	0	4	0	0	1	0	4	3	0
"g22381"	10	7	12	3	9	10	11	12	8	2	8	0
"g22382"	0	0	0	9	0	3	0	0	1	0	10	0
"g22383"	0	0	0	0	0	0	0	0	0	0	0	0
"g22384"	10	35	29	6	17	43	7	28	56	11	14	4
"g22385"	0	0	0	1	1	0	0	0	0	0	0	0
"g22386"	14	43	28	31	26	38	17	36	41	29	67	14
"g22387"	0	7	0	0	0	0	0	0	0	0	0	0
"g22388"	1	1	0	0	2	0	0	0	0	1	1	0
"g22389"	0	0	0	0	0	0	0	0	0	0	0	0
"g2239"	0	0	0	0	2	1	0	0	0	0	0	0
"g22390"	24	23	23	17	17	16	17	41	28	13	21	0
"g22391"	0	0	0	0	0	0	0	0	0	0	0	0
"g22392"	1	0	0	0	0	0	0	0	0	0	0	0
"g22393"	27	31	4	29	8	27	27	13	16	17	33	4
"g22394"	0	0	0	0	0	0	0	0	0	0	1	0
"g22395"	27	25	34	6	36	54	28	48	40	14	24	2
"g22396"	0	1	0	0	0	0	0	0	23	0	0	0
"g22397"	34	31	20	3	17	31	15	26	27	17	41	3
"g22398"	2	0	0	0	1	2	1	6	6	0	1	0
"g22399"	0	8	1	0	3	2	4	6	8	0	1	2
"g224"	9	2	13	11	9	4	1	8	10	3	6	3
"g2240"	1	12	9	2	1	7	8	9	12	1	4	0
"g22400"	9	1	0	0	0	5	6	5	2	1	2	0
"g22401"	0	0	0	0	0	0	0	0	0	0	1	0
"g22402"	0	1	0	0	3	2	14	3	0	0	5	1
"g22403"	0	7	6	4	14	3	8	28	5	7	11	0
"g22404"	2	15	0	1	3	4	6	3	0	0	0	0
"g22405"	13	12	6	19	17	9	10	7	15	1	7	1
"g22406"	28	33	19	18	49	28	26	39	51	15	55	12
"g22407"	2	3	1	0	7	1	6	1	6	0	3	0
"g22408"	0	0	0	0	0	0	0	0	0	0	0	0
"g22409"	1	5	4	2	2	3	1	7	5	4	7	1
"g2241"	0	0	1	0	0	0	0	0	0	0	0	0
"g22410"	0	1	0	0	0	0	0	0	0	0	0	0
"g22411"	0	0	0	0	0	0	0	0	0	0	0	0
"g22412"	124	178	155	136	237	229	82	320	302	78	213	60
"g22413"	0	0	0	3	0	1	2	1	4	0	0	0
"g22414"	18	41	36	16	36	40	25	47	50	10	40	11
"g22415"	13	16	4	9	12	6	8	9	7	1	19	0
"g22416"	0	0	0	0	0	0	0	0	0	0	0	0
"g22417"	15	16	8	3	16	19	13	10	14	5	26	12
"g22418"	216	373	160	113	331	290	217	278	379	152	315	63
"g22419"	6	2	1	2	0	2	0	7	4	0	3	0
"g2242"	3	2	4	4	3	0	1	2	3	0	8	0
"g22420"	10	12	1	6	10	5	3	6	10	1	10	0
"g22421"	0	0	0	0	0	0	0	0	0	0	0	0
"g22422"	0	6	0	0	0	1	0	0	1	0	1	0
"g22423"	11	27	25	12	21	37	12	11	21	22	20	1
"g22424"	195	241	75	57	191	222	159	278	190	69	180	56
"g22425"	0	0	0	0	0	0	0	0	0	2	0	0
"g22426"	86	125	64	92	151	125	70	150	114	53	183	9
"g22427"	11	9	1	0	16	10	3	5	8	1	45	0
"g22428"	0	0	0	0	0	0	0	0	0	0	0	0
"g22429"	16	18	32	19	39	15	15	17	19	12	19	4
"g2243"	0	0	0	0	0	0	0	0	0	0	0	0
"g22430"	66	189	118	76	169	163	95	97	148	59	114	75
"g22431"	6	8	4	0	5	8	9	5	10	9	20	0
"g22432"	20	22	24	15	23	22	17	29	22	8	24	0
"g22433"	3	0	0	2	0	0	0	0	0	0	2	0
"g22434"	2	2	0	3	0	4	0	1	4	0	6	0
"g22435"	10	18	19	19	9	16	13	10	8	9	26	2
"g22436"	0	0	0	0	0	1	0	2	0	0	0	0
"g22437"	12	3	6	6	13	4	1	1	1	8	11	0
"g22438"	1	0	0	1	0	7	0	0	5	6	2	0
"g22439"	91	85	35	20	58	83	28	67	108	26	52	17
"g2244"	17	17	0	1	8	0	11	1	0	2	9	0
"g22440"	77	195	129	78	187	134	79	245	148	36	149	30
"g22441"	0	0	0	0	0	0	1	0	0	0	0	0
"g22442"	1	12	0	0	2	4	2	7	0	0	0	0
"g22443"	0	0	0	0	0	0	0	0	0	0	0	0
"g22444"	0	0	0	0	0	0	0	1	0	0	0	0
"g22445"	0	0	0	0	0	0	0	0	0	0	0	0
"g22446"	252	258	119	113	374	347	190	271	289	112	274	52
"g22447"	2	5	3	7	11	2	13	10	8	6	1	0
"g22448"	92	71	56	16	42	45	56	42	48	37	89	2
"g22449"	4	21	1	0	4	14	9	10	5	13	5	2
"g2245"	13	38	41	16	14	32	13	22	16	11	36	4
"g22450"	3	4	1	3	6	16	2	8	4	3	2	1
"g22451"	0	8	0	0	1	0	0	0	25	0	0	0
"g22452"	216	398	279	192	433	433	210	374	410	142	426	91
"g22453"	3	15	2	2	5	8	3	9	5	2	8	0
"g22454"	23	60	13	13	79	77	34	55	35	34	51	7
"g22455"	61	46	47	25	46	57	45	54	61	34	76	16
"g22456"	2	6	1	0	5	2	3	6	3	3	5	0
"g22457"	1	11	0	14	9	5	5	11	10	3	11	3
"g22458"	5	6	5	4	10	8	5	3	7	5	21	4
"g22459"	26	56	39	44	59	49	17	49	49	11	81	22
"g2246"	0	4	2	6	5	3	4	5	4	7	9	0
"g22460"	0	12	3	1	10	3	1	17	5	1	4	1
"g22461"	12	17	9	12	28	27	10	37	15	5	47	5
"g22462"	0	0	0	0	0	0	0	0	0	0	0	0
"g22463"	0	0	2	0	3	2	1	5	4	0	3	0
"g22464"	34	60	39	27	95	61	34	70	43	13	39	17
"g22465"	31	69	21	23	66	66	57	60	23	29	65	13
"g22466"	2	1	0	0	0	1	1	5	1	0	0	4
"g22467"	60	83	36	51	102	63	30	67	95	44	59	11
"g22468"	49	25	19	11	77	56	30	37	35	18	47	13
"g22469"	51	58	24	43	133	83	40	71	110	16	50	42
"g2247"	45	39	13	15	47	53	19	38	20	6	55	21
"g22470"	10	5	3	0	0	0	1	3	2	0	3	1
"g22471"	17	32	11	5	18	21	3	14	37	2	22	0
"g22472"	59	66	23	27	24	29	29	55	42	33	57	2
"g22473"	0	0	0	0	3	5	0	1	3	0	1	0
"g22474"	2	0	0	0	0	1	0	0	0	0	0	0
"g22475"	0	2	0	0	0	0	1	0	0	0	0	7
"g22476"	22	30	7	10	21	6	12	18	19	9	13	2
"g22477"	11	36	26	17	19	41	17	49	28	5	29	1
"g22478"	6	20	9	6	12	12	7	17	23	3	9	7
"g22479"	47	70	67	42	115	88	40	89	77	27	56	40
"g2248"	0	1	0	0	0	0	0	0	0	0	0	0
"g22480"	0	2	0	0	0	0	0	0	0	0	0	0
"g22481"	0	1	0	0	3	0	0	0	0	0	0	0
"g22482"	0	0	0	0	0	0	1	0	0	0	0	0
"g22483"	5	21	36	7	14	45	18	49	30	8	25	1
"g22484"	0	1	0	0	3	5	0	0	0	0	1	0
"g22485"	17	59	38	6	61	44	41	44	52	17	64	8
"g22486"	0	2	1	1	20	9	16	8	1	6	6	0
"g22487"	0	0	0	0	0	0	0	0	0	0	0	0
"g22488"	3	21	8	9	0	7	1	11	4	4	37	0
"g22489"	20	29	26	16	26	20	14	34	42	16	32	10
"g2249"	8	7	1	1	9	9	1	1	3	1	6	14
"g22490"	0	7	0	5	5	3	0	1	1	0	0	0
"g22491"	1	0	0	0	0	0	0	0	0	0	3	0
"g22492"	0	0	0	0	0	1	0	0	0	0	0	0
"g22493"	1	2	1	0	6	1	2	8	7	1	10	0
"g22494"	2	4	3	2	2	5	3	5	2	1	3	0
"g22495"	7	1	0	0	0	0	0	0	0	0	0	0
"g22496"	46	59	39	36	44	44	59	62	90	9	129	1
"g22497"	47	55	38	35	79	117	61	63	125	38	95	13
"g22498"	20	41	21	22	38	37	26	57	37	20	34	3
"g22499"	17	13	8	19	45	35	16	22	11	3	34	10
"g225"	0	0	0	0	0	0	0	0	0	0	0	0
"g2250"	49	63	42	20	71	57	35	80	51	16	72	38
"g22500"	0	0	0	0	0	0	0	0	0	0	0	0
"g22501"	0	0	0	0	0	0	0	0	0	0	0	0
"g22502"	15	46	59	29	45	38	28	42	78	36	46	14
"g22503"	410	738	382	229	673	676	412	806	577	258	647	118
"g22504"	0	1	0	1	0	0	0	0	0	0	0	0
"g22505"	0	0	0	0	0	3	0	0	0	0	0	0
"g22506"	77	81	63	58	107	84	29	82	59	30	92	16
"g22507"	4	29	18	0	0	4	0	1	6	5	0	1
"g22508"	0	0	0	0	0	0	0	0	0	0	0	0
"g22509"	19	42	37	23	45	43	25	60	43	18	61	6
"g2251"	2	9	7	4	20	7	5	17	3	1	18	3
"g22510"	14	21	19	8	17	10	8	17	11	10	14	1
"g22511"	0	3	1	0	0	1	2	2	1	0	3	1
"g22512"	0	0	0	0	0	0	0	1	0	0	1	0
"g22513"	0	1	0	0	0	1	1	0	1	0	1	0
"g22514"	11	27	1	3	12	11	3	2	2	1	10	0
"g22515"	180	170	158	94	218	199	116	200	170	49	230	25
"g22516"	0	0	0	0	0	0	0	0	0	0	0	0
"g22517"	40	85	58	31	79	98	50	114	69	34	106	27
"g22518"	1	3	0	0	11	1	1	4	2	3	4	0
"g22519"	73	88	80	53	114	84	38	114	92	78	154	25
"g2252"	2	0	0	0	0	0	8	0	0	0	0	0
"g22520"	0	9	3	1	3	8	3	3	12	21	2	0
"g22521"	1	1	0	0	0	1	0	0	6	0	0	0
"g22522"	0	0	0	0	0	0	0	0	0	0	0	0
"g22523"	0	0	0	0	0	0	0	0	0	0	0	0
"g22524"	5	6	7	2	9	8	19	20	8	8	6	2
"g22525"	1	0	7	0	0	0	0	0	0	0	0	0
